date,symbol,close,volume
2025-06-26,COOP,32.01,2541114
2025-06-27,COOP,31.76,2185321
2025-06-30,COOP,31.65,371977
2025-07-01,COOP,31.50,1306537
2025-07-02,COOP,31.79,1158303
2025-07-03,COOP,32.23,2569584
2025-07-04,COOP,32.74,2422287
2025-07-07,COOP,32.41,408269
2025-07-08,COOP,32.05,390001
2025-07-09,COOP,31.98,1622583
2025-07-10,COOP,32.69,251685
2025-07-11,COOP,32.38,2984782
2025-07-14,COOP,32.36,1516529
2025-07-15,COOP,32.29,2240556
2025-07-16,COOP,31.85,1206466
2025-07-17,COOP,32.22,1887116
2025-07-18,COOP,32.10,1271286
2025-07-21,COOP,32.56,2407915
2025-07-22,COOP,32.43,720711
2025-07-23,COOP,33.00,540627
2025-07-24,COOP,33.47,1921964
2025-07-25,COOP,32.96,1690591
2025-07-28,COOP,32.52,874414
2025-07-29,COOP,33.23,695316
2025-07-30,COOP,33.69,1124374
2025-07-31,COOP,33.97,1181779
2025-08-01,COOP,34.18,2715650
2025-08-04,COOP,34.05,2691288
2025-08-05,COOP,34.66,1112226
2025-08-06,COOP,34.95,1809603
2025-08-07,COOP,35.11,785677
2025-08-08,COOP,34.73,618466
2025-08-11,COOP,34.33,2210316
2025-08-12,COOP,34.23,1386237
2025-08-13,COOP,33.71,864858
2025-08-14,COOP,34.00,2543802
2025-08-15,COOP,34.12,337250
2025-08-18,COOP,33.69,281913
2025-08-19,COOP,34.00,2611867
2025-08-20,COOP,34.16,2650166
2025-08-21,COOP,34.87,1416156
2025-08-22,COOP,34.83,1781827
2025-08-25,COOP,35.17,1726105
2025-08-26,COOP,35.71,1861647
2025-08-27,COOP,35.12,1816650
2025-08-28,COOP,35.87,383079
2025-08-29,COOP,35.46,1271903
2025-09-01,COOP,34.99,133117
2025-09-02,COOP,35.13,959987
2025-09-03,COOP,35.55,571294
2025-09-04,COOP,35.86,1029266
2025-09-05,COOP,36.41,1222731
2025-09-08,COOP,36.51,1931845
2025-09-09,COOP,36.42,865538
2025-09-10,COOP,37.20,2673453
2025-09-11,COOP,37.77,2476164
2025-09-12,COOP,37.29,2201283
2025-09-15,COOP,36.67,2395572
2025-09-16,COOP,37.07,1503425
2025-09-17,COOP,37.02,2263281
2025-09-18,COOP,37.00,1101648
2025-09-19,COOP,37.02,2397278
2025-09-22,COOP,37.72,1426689
2025-09-23,COOP,37.16,219731
2025-09-24,COOP,37.42,2597022
2025-09-25,COOP,38.04,1646814
2025-09-26,COOP,38.65,1565112
2025-09-29,COOP,38.24,2286849
2025-09-30,COOP,38.89,1573082
2025-10-01,COOP,39.21,1788337
2025-10-02,COOP,39.31,537009
2025-10-03,COOP,40.16,677073
2025-10-06,COOP,40.68,2789517
2025-10-07,COOP,41.30,1797199
2025-10-08,COOP,41.79,2369275
2025-10-09,COOP,42.48,1789134
2025-10-10,COOP,42.91,2965262
2025-10-13,COOP,42.98,845612
2025-10-14,COOP,42.88,2960425
2025-10-15,COOP,43.15,2601436
2025-10-16,COOP,44.09,2761113
2025-10-17,COOP,44.30,1693201
2025-10-20,COOP,43.61,1577076
2025-10-21,COOP,43.04,366923
2025-10-22,COOP,43.65,1666782
2025-10-23,COOP,44.18,2011272
2025-10-24,COOP,44.37,2218511
2025-10-27,COOP,44.73,1389058
2025-10-28,COOP,44.84,730336
2025-10-29,COOP,45.49,903632
2025-10-30,COOP,46.08,236736
2025-10-31,COOP,45.68,1580038
2025-11-03,COOP,45.65,2135095
2025-11-04,COOP,45.82,1046782
2025-11-05,COOP,45.13,162513
2025-11-06,COOP,45.98,236723
2025-11-07,COOP,45.28,1875800
2025-11-10,COOP,45.34,1130828
2025-11-11,COOP,44.84,1924953
2025-11-12,COOP,45.48,2971109
2025-11-13,COOP,44.88,1223396
2025-11-14,COOP,45.35,2871176
2025-11-17,COOP,45.45,910193
2025-11-18,COOP,46.17,245743
2025-11-19,COOP,45.98,2346197
2025-11-20,COOP,45.24,1314671
2025-11-21,COOP,44.71,2924186
2025-11-24,COOP,44.54,978165
2025-11-25,COOP,43.92,1200607
2025-11-26,COOP,44.03,2826667
2025-11-27,COOP,44.75,2217650
2025-11-28,COOP,45.36,2849203
2025-12-01,COOP,45.57,2451039
2025-12-02,COOP,45.70,608213
2025-12-03,COOP,45.25,2793113
2025-12-04,COOP,45.55,2314669
2025-12-05,COOP,46.44,1329927
2025-12-08,COOP,47.01,227612
2025-12-09,COOP,47.81,543857
2025-12-10,COOP,47.55,513427
2025-12-11,COOP,47.81,1215670
2025-12-12,COOP,48.61,2846893
2025-12-15,COOP,49.18,681968
2025-12-16,COOP,49.22,712817
2025-12-17,COOP,49.36,2255054
2025-12-18,COOP,49.17,801910
2025-12-19,COOP,48.68,860445
2025-12-22,COOP,48.75,885962
2025-12-23,COOP,48.52,2109920
2025-12-24,COOP,47.88,1780057
2025-12-25,COOP,48.73,997082
2025-12-26,COOP,49.34,335553
2025-12-29,COOP,48.98,1366612
2025-12-30,COOP,49.37,411127
2025-12-31,COOP,48.65,2381954
2026-01-01,COOP,49.09,504207
2026-01-02,COOP,48.53,2086600
2026-01-05,COOP,49.30,1616046
2026-01-06,COOP,49.53,1942716
2026-01-07,COOP,49.42,1800170
2026-01-08,COOP,49.02,797768
2026-01-09,COOP,48.99,851153
2026-01-12,COOP,49.65,586673
2026-01-13,COOP,50.53,148112
2026-01-14,COOP,51.25,2232973
2026-01-15,COOP,50.82,1654693
2026-01-16,COOP,50.01,1271772
2026-01-19,COOP,49.62,816647
2026-01-20,COOP,49.09,946748
2026-01-21,COOP,49.73,619795
2026-01-22,COOP,48.90,299692
2026-01-23,COOP,49.39,1416772
2026-01-26,COOP,49.16,258976
2026-01-27,COOP,49.05,2993984
2026-01-28,COOP,49.67,2937020
2026-01-29,COOP,50.29,1258380
2026-01-30,COOP,50.07,2917860
2026-02-02,COOP,49.84,2170817
2026-02-03,COOP,50.13,2488184
2026-02-04,COOP,50.69,2283473
2026-02-05,COOP,51.73,941074
2026-02-06,COOP,52.44,1269021
2026-02-09,COOP,51.94,1237596
2026-02-10,COOP,51.30,670364
2026-02-11,COOP,51.94,2121381
2026-02-12,COOP,53.06,2805860
2026-02-13,COOP,53.75,2952688
2026-02-16,COOP,53.80,462426
2026-02-17,COOP,54.08,694299
2026-02-18,COOP,55.00,520864
2026-02-19,COOP,54.58,2623935
2026-02-20,COOP,54.15,1369399
2026-02-23,COOP,53.37,1795732
2026-02-24,COOP,53.65,842486
2026-02-25,COOP,54.83,2371864
2026-02-26,COOP,55.81,1798440
2026-02-27,COOP,55.31,2823750
2026-03-02,COOP,56.07,2307240
2026-03-03,COOP,57.00,1471571
2026-03-04,COOP,57.67,620159
2026-03-05,COOP,58.61,232694
2026-03-06,COOP,59.22,2695961
2026-03-09,COOP,58.99,757269
2026-03-10,COOP,58.03,1657420
2026-03-11,COOP,58.36,2506793
2026-03-12,COOP,58.37,1421530
2026-03-13,COOP,58.96,2442425
2026-03-16,COOP,58.56,2056696
2026-03-17,COOP,59.11,656895
2026-03-18,COOP,60.33,481912
2026-03-19,COOP,60.12,2203696
2026-03-20,COOP,60.49,994471
2026-03-23,COOP,60.42,1482166
2026-03-24,COOP,61.47,395982
2026-03-25,COOP,62.78,2387226
2026-03-26,COOP,62.31,1997384
2026-03-27,COOP,61.30,2557715
2026-03-30,COOP,61.51,1998556
2026-03-31,COOP,62.73,1571096
2026-04-01,COOP,62.16,751284
2026-04-02,COOP,63.30,628734
2026-04-03,COOP,62.72,2132862
2026-04-06,COOP,62.45,2013534
2026-04-07,COOP,61.97,2689132
2026-04-08,COOP,62.38,650286
2026-04-09,COOP,61.96,190930
2026-04-10,COOP,61.79,122099
2026-04-13,COOP,62.61,469456
2026-04-14,COOP,63.61,2736516
2026-04-15,COOP,63.55,722738
2026-04-16,COOP,63.85,1007555
2026-04-17,COOP,64.57,959761
2026-04-20,COOP,65.50,1008396
2026-04-21,COOP,66.26,628987
2026-04-22,COOP,66.19,2781603
2026-04-23,COOP,67.33,2048185
2026-04-24,COOP,66.76,2847489
2025-06-02,ABSA,31.46,2833556
2025-06-03,ABSA,31.62,795623
2025-06-04,ABSA,31.91,950375
2025-06-05,ABSA,31.52,2672668
2025-06-06,ABSA,31.42,1696006
2025-06-09,ABSA,32.00,1152374
2025-06-10,ABSA,32.35,1230541
2025-06-11,ABSA,32.68,1290943
2025-06-12,ABSA,32.58,2979309
2025-06-13,ABSA,33.05,464165
2025-06-16,ABSA,32.99,1183242
2025-06-17,ABSA,32.45,1720044
2025-06-18,ABSA,32.81,2039404
2025-06-19,ABSA,33.40,2827322
2025-06-20,ABSA,32.83,2959933
2025-06-23,ABSA,33.03,171069
2025-06-24,ABSA,33.69,2351334
2025-06-25,ABSA,33.27,2253241
2025-06-26,ABSA,33.51,1167519
2025-06-27,ABSA,33.54,759902
2025-06-30,ABSA,33.85,2788081
2025-07-01,ABSA,34.30,2297695
2025-07-02,ABSA,35.06,2943370
2025-07-03,ABSA,35.56,1510347
2025-07-04,ABSA,36.16,1710157
2025-07-07,ABSA,36.44,2098338
2025-07-08,ABSA,36.44,1662410
2025-07-09,ABSA,36.61,2860317
2025-07-10,ABSA,36.76,460782
2025-07-11,ABSA,36.98,1924254
2025-07-14,ABSA,37.29,2106503
2025-07-15,ABSA,37.92,802881
2025-07-16,ABSA,37.41,1646800
2025-07-17,ABSA,37.01,447012
2025-07-18,ABSA,37.83,463023
2025-07-21,ABSA,38.10,623056
2025-07-22,ABSA,38.34,833842
2025-07-23,ABSA,39.11,1197150
2025-07-24,ABSA,38.96,2900079
2025-07-25,ABSA,38.34,1155870
2025-07-28,ABSA,37.77,1960012
2025-07-29,ABSA,38.55,1542031
2025-07-30,ABSA,38.82,290636
2025-07-31,ABSA,38.47,1583358
2025-08-01,ABSA,39.09,1355578
2025-08-04,ABSA,38.59,2337490
2025-08-05,ABSA,39.33,1125067
2025-08-06,ABSA,39.24,2609963
2025-08-07,ABSA,39.02,1561219
2025-08-08,ABSA,39.56,2780419
2025-08-11,ABSA,39.80,2307345
2025-08-12,ABSA,39.35,2209584
2025-08-13,ABSA,38.69,942231
2025-08-14,ABSA,38.22,1861857
2025-08-15,ABSA,38.82,2004356
2025-08-18,ABSA,38.59,693316
2025-08-19,ABSA,39.25,649530
2025-08-20,ABSA,39.20,2325720
2025-08-21,ABSA,39.21,488014
2025-08-22,ABSA,38.76,957918
2025-08-25,ABSA,39.58,365721
2025-08-26,ABSA,40.43,2738960
2025-08-27,ABSA,39.95,2493409
2025-08-28,ABSA,40.25,865209
2025-08-29,ABSA,40.18,2173676
2025-09-01,ABSA,40.59,307261
2025-09-02,ABSA,40.14,1953635
2025-09-03,ABSA,39.64,488772
2025-09-04,ABSA,40.08,1281001
2025-09-05,ABSA,40.93,1323357
2025-09-08,ABSA,41.27,2005284
2025-09-09,ABSA,41.96,439753
2025-09-10,ABSA,41.31,885096
2025-09-11,ABSA,41.01,743603
2025-09-12,ABSA,41.53,2522605
2025-09-15,ABSA,41.91,817543
2025-09-16,ABSA,42.81,2689626
2025-09-17,ABSA,43.07,1519042
2025-09-18,ABSA,43.06,652584
2025-09-19,ABSA,42.79,224195
2025-09-22,ABSA,42.46,1067342
2025-09-23,ABSA,42.40,2007002
2025-09-24,ABSA,41.97,985445
2025-09-25,ABSA,42.15,988000
2025-09-26,ABSA,43.09,265083
2025-09-29,ABSA,42.85,2323272
2025-09-30,ABSA,43.51,2453765
2025-10-01,ABSA,44.34,604848
2025-10-02,ABSA,45.34,1682483
2025-10-03,ABSA,44.83,224330
2025-10-06,ABSA,44.65,173612
2025-10-07,ABSA,44.88,552864
2025-10-08,ABSA,45.12,1750538
2025-10-09,ABSA,45.47,1231411
2025-10-10,ABSA,45.96,502104
2025-10-13,ABSA,46.42,542790
2025-10-14,ABSA,46.26,189043
2025-10-15,ABSA,47.16,1610193
2025-10-16,ABSA,47.32,938087
2025-10-17,ABSA,47.03,1229186
2025-10-20,ABSA,46.22,2418371
2025-10-21,ABSA,46.62,1030811
2025-10-22,ABSA,47.04,1107535
2025-10-23,ABSA,47.28,620167
2025-10-24,ABSA,47.54,2554761
2025-10-27,ABSA,48.14,1720387
2025-10-28,ABSA,48.60,719267
2025-10-29,ABSA,48.79,1551092
2025-10-30,ABSA,49.20,696175
2025-10-31,ABSA,48.69,1012354
2025-11-03,ABSA,48.08,163746
2025-11-04,ABSA,48.44,2942624
2025-11-05,ABSA,48.40,374910
2025-11-06,ABSA,48.36,482476
2025-11-07,ABSA,49.21,1968577
2025-11-10,ABSA,49.14,1151996
2025-11-11,ABSA,48.90,1221441
2025-11-12,ABSA,49.86,497113
2025-11-13,ABSA,50.28,1804863
2025-11-14,ABSA,50.76,2740605
2025-11-17,ABSA,50.84,1867293
2025-11-18,ABSA,51.78,2722175
2025-11-19,ABSA,51.20,2008198
2025-11-20,ABSA,51.78,2070173
2025-11-21,ABSA,51.71,1835947
2025-11-24,ABSA,52.03,2714363
2025-11-25,ABSA,51.43,2418766
2025-11-26,ABSA,50.63,2725002
2025-11-27,ABSA,49.97,2963942
2025-11-28,ABSA,49.64,596292
2025-12-01,ABSA,50.63,1227277
2025-12-02,ABSA,51.49,268062
2025-12-03,ABSA,50.93,1420223
2025-12-04,ABSA,51.80,1372773
2025-12-05,ABSA,51.98,1324114
2025-12-08,ABSA,52.77,127661
2025-12-09,ABSA,52.56,1047194
2025-12-10,ABSA,52.90,2149105
2025-12-11,ABSA,53.49,2366899
2025-12-12,ABSA,52.74,1759718
2025-12-15,ABSA,53.27,710800
2025-12-16,ABSA,52.64,2618491
2025-12-17,ABSA,52.82,1884075
2025-12-18,ABSA,53.66,1939732
2025-12-19,ABSA,54.54,2428502
2025-12-22,ABSA,54.47,253033
2025-12-23,ABSA,55.27,1682940
2025-12-24,ABSA,55.70,188066
2025-12-25,ABSA,56.01,368372
2025-12-26,ABSA,56.22,459733
2025-12-29,ABSA,56.34,2737584
2025-12-30,ABSA,57.03,643119
2025-12-31,ABSA,57.99,1442107
2026-01-01,ABSA,58.55,2550094
2026-01-02,ABSA,59.24,1652006
2026-01-05,ABSA,58.55,1963584
2026-01-06,ABSA,58.15,1942843
2026-01-07,ABSA,58.29,1614036
2026-01-08,ABSA,57.41,1681942
2026-01-09,ABSA,56.73,1424241
2026-01-12,ABSA,56.85,2745389
2026-01-13,ABSA,57.76,1775983
2026-01-14,ABSA,58.42,1412591
2026-01-15,ABSA,57.73,1738119
2026-01-16,ABSA,57.91,64410
2026-01-19,ABSA,58.36,2416619
2026-01-20,ABSA,57.73,2256903
2026-01-21,ABSA,58.16,577852
2026-01-22,ABSA,57.69,304215
2026-01-23,ABSA,57.11,1207017
2026-01-26,ABSA,58.11,2721608
2026-01-27,ABSA,58.03,1807034
2026-01-28,ABSA,57.08,2719759
2026-01-29,ABSA,56.24,2998144
2026-01-30,ABSA,55.74,1421419
2026-02-02,ABSA,56.81,177167
2026-02-03,ABSA,56.68,1344706
2026-02-04,ABSA,57.31,2148251
2026-02-05,ABSA,57.88,2080486
2026-02-06,ABSA,57.26,2383740
2026-02-09,ABSA,56.29,1321815
2026-02-10,ABSA,56.07,913572
2026-02-11,ABSA,55.16,2076161
2026-02-12,ABSA,56.01,1250045
2026-02-13,ABSA,55.62,485671
2026-02-16,ABSA,55.90,1658703
2026-02-17,ABSA,57.09,47932
2026-02-18,ABSA,57.41,1021256
2026-02-19,ABSA,57.97,1597437
2026-02-20,ABSA,58.52,128362
2026-02-23,ABSA,58.09,756033
2026-02-24,ABSA,57.27,1153205
2026-02-25,ABSA,57.96,862627
2026-02-26,ABSA,58.21,1536412
2026-02-27,ABSA,58.22,2321028
2026-03-02,ABSA,58.18,2336042
2026-03-03,ABSA,57.23,514364
2026-03-04,ABSA,57.12,313239
2026-03-05,ABSA,56.65,2941741
2026-03-06,ABSA,57.06,1998233
2026-03-09,ABSA,56.68,2158767
2026-03-10,ABSA,56.19,948908
2026-03-11,ABSA,56.81,845119
2026-03-12,ABSA,57.80,347846
2026-03-13,ABSA,57.84,628038
2026-03-16,ABSA,58.89,1075571
2026-03-17,ABSA,59.36,871530
2026-03-18,ABSA,60.43,1407570
2026-03-19,ABSA,61.67,519099
2026-03-20,ABSA,62.32,643619
2026-03-23,ABSA,61.26,2694961
2026-03-24,ABSA,61.85,2916991
2026-03-25,ABSA,60.85,2653033
2026-03-26,ABSA,60.64,2567749
2026-03-27,ABSA,60.53,1891801
2026-03-30,ABSA,61.68,1411529
2026-03-31,ABSA,61.45,1054347
2026-04-01,ABSA,62.32,1062706
2026-04-02,ABSA,61.77,1900510
2026-04-03,ABSA,62.61,685014
2026-04-06,ABSA,62.58,75042
2026-04-07,ABSA,62.38,2119910
2026-04-08,ABSA,62.23,60201
2026-04-09,ABSA,61.60,1029083
2026-04-10,ABSA,62.82,744832
2026-04-13,ABSA,64.16,948208
2026-04-14,ABSA,63.04,322364
2026-04-15,ABSA,63.65,419324
2026-04-16,ABSA,64.42,1859406
2026-04-17,ABSA,63.50,86870
2026-04-20,ABSA,63.79,2100887
2026-04-21,ABSA,64.75,1621592
2026-04-22,ABSA,64.31,274867
2026-04-23,ABSA,65.56,851367
2026-04-24,ABSA,65.90,1229238
2025-06-02,NCBA,58.35,2749572
2025-06-03,NCBA,58.51,2241974
2025-06-04,NCBA,57.85,746163
2025-06-05,NCBA,57.84,1785887
2025-06-06,NCBA,57.50,294137
2025-06-09,NCBA,58.06,2583044
2025-06-10,NCBA,57.31,963277
2025-06-11,NCBA,58.00,378368
2025-06-12,NCBA,59.13,368019
2025-06-13,NCBA,59.23,242543
2025-06-16,NCBA,60.08,166140
2025-06-17,NCBA,59.67,2264349
2025-06-18,NCBA,60.24,324566
2025-06-19,NCBA,59.40,1127136
2025-06-20,NCBA,59.87,1213957
2025-06-23,NCBA,59.11,332532
2025-06-24,NCBA,58.33,2969950
2025-06-25,NCBA,59.49,1825941
2025-06-26,NCBA,60.71,1836280
2025-06-27,NCBA,61.86,2864877
2025-06-30,NCBA,62.36,1863789
2025-07-01,NCBA,62.41,387561
2025-07-02,NCBA,63.10,2939284
2025-07-03,NCBA,62.66,1293451
2025-07-04,NCBA,62.95,2370711
2025-07-07,NCBA,63.36,1722017
2025-07-08,NCBA,63.28,270769
2025-07-09,NCBA,64.21,44034
2025-07-10,NCBA,63.98,1949942
2025-07-11,NCBA,62.88,1742238
2025-07-14,NCBA,63.41,2474111
2025-07-15,NCBA,64.51,793399
2025-07-16,NCBA,65.06,2733954
2025-07-17,NCBA,65.74,206316
2025-07-18,NCBA,66.30,2974745
2025-07-21,NCBA,67.28,977258
2025-07-22,NCBA,68.70,669702
2025-07-23,NCBA,67.89,1500732
2025-07-24,NCBA,66.97,2158948
2025-07-25,NCBA,66.09,2214824
2025-07-28,NCBA,67.04,523756
2025-07-29,NCBA,68.19,2521702
2025-07-30,NCBA,68.43,2278583
2025-07-31,NCBA,69.50,2778239
2025-08-01,NCBA,71.01,2542305
2025-08-04,NCBA,72.01,606086
2025-08-05,NCBA,73.35,110251
2025-08-06,NCBA,72.44,118109
2025-08-07,NCBA,71.44,2635330
2025-08-08,NCBA,70.46,2564744
2025-08-11,NCBA,71.90,1704240
2025-08-12,NCBA,71.27,2190609
2025-08-13,NCBA,71.92,75510
2025-08-14,NCBA,72.03,490607
2025-08-15,NCBA,73.56,1931398
2025-08-18,NCBA,74.48,535360
2025-08-19,NCBA,75.09,2688043
2025-08-20,NCBA,74.62,1829361
2025-08-21,NCBA,76.29,2276787
2025-08-22,NCBA,77.59,719518
2025-08-25,NCBA,77.78,1199933
2025-08-26,NCBA,78.21,2388594
2025-08-27,NCBA,77.55,2640115
2025-08-28,NCBA,78.72,2474617
2025-08-29,NCBA,78.61,1276156
2025-09-01,NCBA,77.69,1486610
2025-09-02,NCBA,78.44,1204667
2025-09-03,NCBA,79.91,464205
2025-09-04,NCBA,81.34,1887509
2025-09-05,NCBA,82.85,2809399
2025-09-08,NCBA,81.97,898354
2025-09-09,NCBA,82.89,320727
2025-09-10,NCBA,82.38,50037
2025-09-11,NCBA,84.20,484985
2025-09-12,NCBA,83.14,864492
2025-09-15,NCBA,84.67,2308447
2025-09-16,NCBA,83.42,1965894
2025-09-17,NCBA,84.51,1275249
2025-09-18,NCBA,85.93,399504
2025-09-19,NCBA,85.63,493205
2025-09-22,NCBA,87.34,1829503
2025-09-23,NCBA,88.78,2640275
2025-09-24,NCBA,89.29,1890453
2025-09-25,NCBA,91.25,1842228
2025-09-26,NCBA,93.23,727994
2025-09-29,NCBA,92.08,2810553
2025-09-30,NCBA,91.57,2966487
2025-10-01,NCBA,93.57,953594
2025-10-02,NCBA,92.94,2600980
2025-10-03,NCBA,92.79,2191738
2025-10-06,NCBA,91.19,2469410
2025-10-07,NCBA,91.88,2824182
2025-10-08,NCBA,91.19,693255
2025-10-09,NCBA,91.51,152839
2025-10-10,NCBA,92.87,1328626
2025-10-13,NCBA,92.63,1741483
2025-10-14,NCBA,92.08,550922
2025-10-15,NCBA,91.71,680551
2025-10-16,NCBA,91.69,1061500
2025-10-17,NCBA,93.72,2237156
2025-10-20,NCBA,95.59,658486
2025-10-21,NCBA,97.72,932043
2025-10-22,NCBA,98.34,1028020
2025-10-23,NCBA,97.86,740243
2025-10-24,NCBA,98.10,2226324
2025-10-27,NCBA,98.10,1191793
2025-10-28,NCBA,97.82,130044
2025-10-29,NCBA,96.86,2295814
2025-10-30,NCBA,98.16,830280
2025-10-31,NCBA,97.35,923078
2025-11-03,NCBA,97.03,93919
2025-11-04,NCBA,99.21,1221212
2025-11-05,NCBA,100.25,2329145
2025-11-06,NCBA,99.84,867107
2025-11-07,NCBA,99.59,1654216
2025-11-10,NCBA,100.05,552786
2025-11-11,NCBA,101.31,2531839
2025-11-12,NCBA,103.38,1184040
2025-11-13,NCBA,101.64,1371410
2025-11-14,NCBA,103.10,2281459
2025-11-17,NCBA,104.52,2268741
2025-11-18,NCBA,105.70,197021
2025-11-19,NCBA,104.39,102254
2025-11-20,NCBA,105.54,1410928
2025-11-21,NCBA,103.83,1024358
2025-11-24,NCBA,103.74,1771316
2025-11-25,NCBA,102.83,2413147
2025-11-26,NCBA,101.45,2168329
2025-11-27,NCBA,102.50,596003
2025-11-28,NCBA,102.94,2036509
2025-12-01,NCBA,104.00,303452
2025-12-02,NCBA,106.27,1370300
2025-12-03,NCBA,104.69,2243301
2025-12-04,NCBA,103.49,2122087
2025-12-05,NCBA,105.08,499511
2025-12-08,NCBA,107.09,735263
2025-12-09,NCBA,105.62,719149
2025-12-10,NCBA,106.83,2417273
2025-12-11,NCBA,107.60,1522594
2025-12-12,NCBA,107.75,270840
2025-12-15,NCBA,107.68,335629
2025-12-16,NCBA,109.54,1248934
2025-12-17,NCBA,109.31,1962672
2025-12-18,NCBA,107.91,1948428
2025-12-19,NCBA,106.29,1198155
2025-12-22,NCBA,108.60,2369052
2025-12-23,NCBA,111.00,2266862
2025-12-24,NCBA,111.78,1803124
2025-12-25,NCBA,112.09,1971331
2025-12-26,NCBA,114.32,1769677
2025-12-29,NCBA,112.47,2178818
2025-12-30,NCBA,112.73,1379870
2025-12-31,NCBA,112.56,1837296
2026-01-01,NCBA,114.73,1771812
2026-01-02,NCBA,116.42,1594266
2026-01-05,NCBA,114.83,532266
2026-01-06,NCBA,115.93,1307559
2026-01-07,NCBA,115.40,970020
2026-01-08,NCBA,116.40,1983468
2026-01-09,NCBA,116.11,539573
2026-01-12,NCBA,114.81,1623833
2026-01-13,NCBA,116.85,2640438
2026-01-14,NCBA,116.38,2517433
2026-01-15,NCBA,118.84,1435908
2026-01-16,NCBA,117.66,1125844
2026-01-19,NCBA,119.69,2419461
2026-01-20,NCBA,118.34,1620603
2026-01-21,NCBA,119.19,2004266
2026-01-22,NCBA,121.09,2900836
2026-01-23,NCBA,120.72,288398
2026-01-26,NCBA,120.89,2949096
2026-01-27,NCBA,118.80,2404512
2026-01-28,NCBA,119.68,328134
2026-01-29,NCBA,121.26,774412
2026-01-30,NCBA,122.67,809544
2026-02-02,NCBA,121.53,971834
2026-02-03,NCBA,119.43,764778
2026-02-04,NCBA,118.14,2082191
2026-02-05,NCBA,120.00,730448
2026-02-06,NCBA,118.97,2638159
2026-02-09,NCBA,118.67,484817
2026-02-10,NCBA,119.20,1269539
2026-02-11,NCBA,117.63,2062086
2026-02-12,NCBA,116.89,2595049
2026-02-13,NCBA,117.64,1094448
2026-02-16,NCBA,117.45,1621029
2026-02-17,NCBA,118.73,221272
2026-02-18,NCBA,120.19,1264571
2026-02-19,NCBA,119.12,2587313
2026-02-20,NCBA,120.47,2555035
2026-02-23,NCBA,119.42,1846680
2026-02-24,NCBA,118.30,2196908
2026-02-25,NCBA,118.86,2893497
2026-02-26,NCBA,120.73,2303469
2026-02-27,NCBA,121.35,99297
2026-03-02,NCBA,121.68,2140025
2026-03-03,NCBA,122.53,2001481
2026-03-04,NCBA,121.05,806176
2026-03-05,NCBA,119.53,1705245
2026-03-06,NCBA,118.02,2501687
2026-03-09,NCBA,120.10,840054
2026-03-10,NCBA,118.19,2576928
2026-03-11,NCBA,119.04,1283435
2026-03-12,NCBA,117.89,707661
2026-03-13,NCBA,116.87,2229710
2026-03-16,NCBA,118.23,630216
2026-03-17,NCBA,117.08,1234192
2026-03-18,NCBA,116.85,1511568
2026-03-19,NCBA,117.72,1077543
2026-03-20,NCBA,115.93,2926019
2026-03-23,NCBA,114.01,1476513
2026-03-24,NCBA,116.26,66184
2026-03-25,NCBA,114.60,1485900
2026-03-26,NCBA,116.95,1711496
2026-03-27,NCBA,115.68,2426766
2026-03-30,NCBA,116.05,2218110
2026-03-31,NCBA,115.51,1945385
2026-04-01,NCBA,116.41,756276
2026-04-02,NCBA,114.57,2439761
2026-04-03,NCBA,113.32,118793
2026-04-06,NCBA,112.57,403690
2026-04-07,NCBA,113.05,592587
2026-04-08,NCBA,115.12,2377459
2026-04-09,NCBA,114.97,2718400
2026-04-10,NCBA,113.40,2231206
2026-04-13,NCBA,115.39,2395827
2026-04-14,NCBA,114.71,928633
2026-04-15,NCBA,114.30,119412
2026-04-16,NCBA,115.92,1205464
2026-04-17,NCBA,114.87,2325963
2026-04-20,NCBA,113.98,2191124
2026-04-21,NCBA,113.82,1374213
2026-04-22,NCBA,114.57,2679117
2026-04-23,NCBA,114.02,266482
2026-04-24,NCBA,114.35,1637378
2025-06-02,EABL,189.62,1947028
2025-06-03,EABL,186.43,1703371
2025-06-04,EABL,190.57,1872759
2025-06-05,EABL,188.97,1144309
2025-06-06,EABL,185.80,581245
2025-06-09,EABL,185.59,2784107
2025-06-10,EABL,187.52,711590
2025-06-11,EABL,187.55,704124
2025-06-12,EABL,185.39,1615384
2025-06-13,EABL,185.62,2062207
2025-06-16,EABL,188.57,628307
2025-06-17,EABL,191.09,798372
2025-06-18,EABL,190.21,2404161
2025-06-19,EABL,188.73,832616
2025-06-20,EABL,186.19,2847456
2025-06-23,EABL,184.80,256693
2025-06-24,EABL,183.80,221639
2025-06-25,EABL,185.67,865462
2025-06-26,EABL,184.55,1792700
2025-06-27,EABL,188.21,511984
2025-06-30,EABL,187.77,1001677
2025-07-01,EABL,190.24,1042277
2025-07-02,EABL,190.27,1507660
2025-07-03,EABL,190.90,2543701
2025-07-04,EABL,190.44,666302
2025-07-07,EABL,191.74,1381028
2025-07-08,EABL,194.17,2670125
2025-07-09,EABL,195.82,2153590
2025-07-10,EABL,199.60,1432270
2025-07-11,EABL,203.39,1308844
2025-07-14,EABL,202.07,767335
2025-07-15,EABL,205.49,1038583
2025-07-16,EABL,207.20,1804731
2025-07-17,EABL,205.89,1341512
2025-07-18,EABL,202.41,1847190
2025-07-21,EABL,203.33,1244755
2025-07-22,EABL,200.42,2528170
